#Name,Male/Female,Blade/Gunner,Level,HR,Rarity,Slots,Min Defense,Max Defense,Fire Res,Water Res,Thunder Res,Ice Res,Dragon Res,Skill 1,Points 1,Skill 2,Points 2,Skill 3,Points 3,Skill 4,Points 4,Skill 5,Points 5,Skill 6,Points 6,Skill 7,Points 7,Material 1,Num 1,Material 2,Num 2,Material 3,Num 3,Material 4,Num 4,Material 5,Num 5
一角龙腰甲,0,0,40,0,0,2,32,32,2,4,-4,-2,0,斗魂,2,耐震,2,底力,3,加护,-2,,,,,,,一角龙的坚壳,18,一角龙的延髓,12,脉动的心脏,9,兽骨【大】,9,辉龙石,9
一角龙护腰,0,1,40,0,0,2,24,24,2,4,-4,-2,0,斗魂,2,耐震,2,底力,3,加护,-2,,,,,,,一角龙的坚壳,18,一角龙的延髓,12,脉动的心脏,9,兽骨【大】,9,辉龙石,9
祸星龙腰甲,0,0,40,0,0,1,32,32,2,-4,2,2,0,集中,3,重击,2,龙属性攻击,2,体力,-3,,,,,,,祸星龙的尖角,18,祸星龙的坚壳,18,红角蝶,9,辉龙石,9,金喵玉,3
祸星龙护腰,0,1,40,0,0,1,24,24,2,-4,2,2,0,集中,3,重击,2,龙属性攻击,2,体力,-3,,,,,,,祸星龙的尖角,18,祸星龙的坚壳,18,红角蝶,9,辉龙石,9,金喵玉,3
雌火龙腰甲,0,0,40,0,0,3,32,32,4,2,-2,0,-4,毒抵抗,2,体力,5,强韧,2,气绝抵抗,-1,,,,,,,雌火龙的优质鳞,18,雌火龙的优质棘,12,雌火龙的秘棘,9,兽骨【大】,9,辉龙石,9
雌火龙护腰,0,1,40,0,0,3,24,24,4,2,-2,0,-4,毒抵抗,2,体力,5,强韧,2,气绝抵抗,-1,,,,,,,雌火龙的优质鳞,18,雌火龙的优质棘,12,雌火龙的秘棘,9,兽骨【大】,9,辉龙石,9
片耳黑狼鸟腰甲,0,0,40,0,0,2,32,32,4,-6,4,0,2,听觉保护,3,特殊攻击,2,研磨师,2,回复速度,-2,,,,,,,独耳黑狼鸟的坚壳,18,独耳黑狼鸟的韧翼膜,18,独耳黑狼鸟的地狱耳,12,土蜂幼虫,9,金喵玉,3
片耳黑狼鸟护腰,0,1,40,0,0,2,24,24,4,-5,4,0,2,听觉保护,3,特殊攻击,2,反动,2,回复速度,-2,,,,,,,独耳黑狼鸟的坚壳,18,独耳黑狼鸟的韧翼膜,18,独耳黑狼鸟的地狱耳,12,土蜂幼虫,9,金喵玉,3
断刃一角龙腰甲,0,0,40,0,0,1,32,32,2,4,-4,-2,0,体术,3,痛击,2,气息,-2,,,,,,,,,断刃一角龙的延髓,18,断刃一角龙的坚甲,18,土蜂幼虫,9,光水晶,9,金喵玉,3
断刃一角龙护腰,0,1,40,0,0,1,24,24,2,4,-4,-2,0,体术,3,痛击,2,气息,-2,,,,,,,,,断刃一角龙的延髓,18,断刃一角龙的坚甲,18,土蜂幼虫,9,光水晶,9,金喵玉,3
烈焰雌火龙腰甲,0,0,40,0,0,3,32,32,6,2,-2,0,-4,剑术,4,火属性攻击,3,重击,4,防御,-3,,,,,,,烈焰的刚龙爪,18,烈焰的优质龙鳞,12,土蜂幼虫,9,龙骨【大】,9,金喵玉,3
烈焰雌火龙护腰,0,1,40,0,0,3,24,24,5,2,-2,0,-4,伏击,4,火属性攻击,3,重击,4,防御,-3,,,,,,,烈焰的刚龙爪,18,烈焰的优质龙鳞,12,土蜂幼虫,9,龙骨【大】,9,金喵玉,3
奇航腰甲,0,0,40,0,0,2,32,32,2,-2,4,2,-6,底力,2,倒地之力,2,食事,2,回复速度,-2,,,,,,,炮钢砂,18,古龙之燃血,18,吞渊龙的坚腕甲,12,红角蝶,9,金喵玉,3
奇航护腰,0,1,40,0,0,2,24,24,2,-2,4,2,-5,底力,2,倒地之力,2,食事,2,回复速度,-2,,,,,,,炮钢砂,18,古龙之燃血,18,吞渊龙的坚腕甲,12,红角蝶,9,金喵玉,3
明光【腰甲】,0,0,40,0,0,1,32,32,-6,6,-2,2,0,耐震,2,根性,1,水属性攻击,2,食事,-2,,,,,,,砦蟹之崩山铗,18,砦蟹之裂岳爪,12,土蜂幼虫,9,龙骨【大】,9,金喵玉,3
乌锤【腰铠】,0,1,40,0,0,1,24,24,-5,5,-2,2,0,耐震,2,根性,1,水属性攻击,2,食事,-2,,,,,,,砦蟹之崩山铗,18,砦蟹之裂岳爪,12,土蜂幼虫,9,龙骨【大】,9,金喵玉,3
赤冶【腰甲】,0,0,40,0,0,1,32,32,4,-2,0,-4,2,剑术,4,回复速度,2,匠,2,火属性攻击,2,锋利度,-2,,,,,砦蟹之烈刃爪,18,极炼蟹糕,12,业炎的秘宝,6,兽骨【大】,9,辉龙石,9
莽山【腰铠】,0,1,40,0,0,1,24,24,4,-2,0,-4,2,痛击,4,回复速度,2,装填术,2,火属性攻击,2,快速装填,-2,,,,,砦蟹之烈刃爪,18,极炼蟹糕,12,业炎的秘宝,6,兽骨【大】,9,辉龙石,9
真晓风腰甲,0,0,1,0,0,0,2,2,0,0,0,0,0,回复速度,2,观察眼,2,吃货,2,,,,,,,,,大野猪的皮,6,山青虫,6,圆蚂蚱,3,原盘石,3,,
真晓风裙甲,0,1,1,0,0,0,1,1,0,0,0,0,0,回复速度,2,观察眼,2,吃货,2,,,,,,,,,大野猪的皮,6,山青虫,6,圆蚂蚱,3,原盘石,3,,
武罗腰甲,0,0,40,0,0,1,35,35,-2,2,-4,4,0,回复速度,3,锋利度,1,斗魂,3,刺伤,2,耐力回复,-2,,,,,剑极狼的锐牙,18,剑极狼的尖爪,18,红角蝶,9,辉龙石,9,金喵玉,3
武罗护腰,0,1,40,0,0,1,22,22,-2,2,-4,4,0,回复速度,3,锋利度,1,斗魂,3,刺伤,2,耐力回复,-2,,,,,剑极狼的锐牙,18,剑极狼的尖爪,18,红角蝶,9,辉龙石,9,金喵玉,3
银闪腰甲,0,0,40,0,0,3,35,35,-2,0,6,-4,0,加护,2,雷属性攻击,2,荷尔蒙,2,回避性能,2,研磨师,-3,,,,,极电精华,18,电甲虫的大颚,18,电甲虫的尖角,12,红角蝶,9,金喵玉,3
银闪护腰,0,1,40,0,0,3,25,25,-2,0,5,-4,0,加护,2,雷属性攻击,2,荷尔蒙,1,回避性能,3,快速装填,-3,,,,,极电精华,18,电甲虫的大颚,18,电甲虫的尖角,12,红角蝶,9,金喵玉,3
初阶雄火龙腰甲,0,0,40,0,0,1,32,32,4,0,-2,0,-4,攻击,4,火属性攻击,3,体力,-2,,,,,,,,,火龙的上鳞,18,火龙的坚壳,12,土蜂幼虫,9,龙骨【大】,9,金喵玉,3
初阶雄火龙护腰,0,1,40,0,0,1,24,24,4,0,-2,0,-4,攻击,4,火属性攻击,3,体力,-2,,,,,,,,,火龙的上鳞,18,火龙的坚壳,12,土蜂幼虫,9,龙骨【大】,9,金喵玉,3
初阶轰龙腰甲,0,0,40,0,0,2,32,32,4,-2,-4,2,-2,听觉保护,3,食事,2,防御,2,研磨师,-2,,,,,,,轰龙的锐牙,18,轰龙的尖爪,18,轰龙的头壳,12,红角蝶,9,金喵玉,3
初阶轰龙护腰,0,1,40,0,0,2,24,24,4,-2,-4,2,-2,听觉保护,3,食事,2,攻击,2,反动,-2,,,,,,,轰龙的锐牙,18,轰龙的尖爪,18,轰龙的头壳,12,红角蝶,9,金喵玉,3
水龙腰甲,0,0,40,0,0,2,32,32,-4,6,-6,2,2,逆境,2,特殊攻击,3,广域化,2,,,,,,,,,水龙的上鳍,18,水龙的翼膜,18,土蜂幼虫,9,光水晶,9,金喵玉,3
水龙护腰,0,1,40,0,0,2,24,24,-4,5,-5,2,2,逆境,2,特殊攻击,3,广域化,2,,,,,,,,,水龙的上鳍,18,水龙的翼膜,18,土蜂幼虫,9,光水晶,9,金喵玉,3
角龙腰甲,0,0,40,0,0,1,35,35,4,0,0,-6,0,拔刀会心,2,耐震,2,耐力回复,2,剑术,1,研磨师,-2,,,,,角龙的锐牙,18,角龙的坚甲,12,角龙的延髓,9,龙骨【大】,9,光水晶,9
角龙护腰,0,1,40,0,0,1,22,22,4,0,0,-5,0,快速装填,2,贯通弹强化,2,耐力回复,2,反动,1,特殊攻击,-2,,,,,角龙的锐牙,18,角龙的坚甲,12,角龙的延髓,9,龙骨【大】,9,光水晶,9
苍火龙腰甲,0,0,40,0,0,2,35,35,4,0,0,-2,-4,听觉保护,3,达人,4,锋利度,2,体力,-3,,,,,,,苍火龙的坚壳,18,苍火龙的刚翼,12,苍火龙的逆鳞,9,兽骨【大】,9,辉龙石,9
苍火龙护腰,0,1,40,0,0,2,25,25,4,0,0,-2,-4,听觉保护,3,达人,4,通常弹强化,2,体力,-3,,,,,,,苍火龙的坚壳,18,苍火龙的刚翼,12,苍火龙的逆鳞,9,兽骨【大】,9,辉龙石,9
灰晶蝎腰甲,0,0,40,0,0,1,35,35,-2,2,0,2,-2,甲壳猎人,2,回复速度,2,听觉保护,2,体力,-2,,,,,,,灰晶蝎的尖爪,18,灰晶蝎的刚毛,12,红角蝶,9,兽骨【大】,9,金喵玉,3
灰晶蝎护腰,0,1,40,0,0,1,25,25,-2,2,0,2,-2,甲壳猎人,2,回复速度,2,听觉保护,2,体力,-2,,,,,,,灰晶蝎的尖爪,18,灰晶蝎的刚毛,12,红角蝶,9,兽骨【大】,9,金喵玉,3
钢龙腰甲,0,0,40,0,0,2,35,35,-2,2,-4,6,-6,匠,1,回避性能,3,集中,3,毒抵抗,-2,,,,,,,钢之上龙鳞,18,钢龙的坚壳,12,钢龙的逆鳞,9,龙骨【大】,9,光水晶,9
钢龙护腰,0,1,40,0,0,2,25,25,-2,2,-4,5,-5,装填术,1,回避性能,3,集中,3,毒抵抗,-2,,,,,,,钢之上龙鳞,18,钢龙的坚壳,12,钢龙的逆鳞,9,龙骨【大】,9,光水晶,9
砂岩龙腰甲,0,0,40,0,0,2,35,35,2,-2,0,-4,2,KO术,1,集中,2,锁气绝,2,耐力回复,-3,,,,,,,砂岩龙的坚背壳,18,砂岩龙的优质翼,18,砂岩龙的坚腹甲,12,土蜂幼虫,9,金喵玉,3
砂岩龙护腰,0,1,40,0,0,2,25,25,2,-2,0,-4,2,KO术,1,集中,2,锁气绝,2,耐力回复,-3,,,,,,,砂岩龙的坚背壳,18,砂岩龙的优质翼,18,砂岩龙的坚腹甲,12,土蜂幼虫,9,金喵玉,3
金眠鸟腰甲,0,0,40,0,0,1,35,35,-4,2,-2,2,0,睡眠抵抗,2,鸟龙猎人,2,认真,2,攻击,4,防御,-2,,,,,眠鸟的催眠袋,18,眠鸟的金牙,18,眠鸟的金喙,12,土蜂幼虫,9,金喵玉,3
金眠鸟护腰,0,1,40,0,0,1,25,25,-4,2,-2,2,0,睡眠抵抗,2,鸟龙猎人,2,认真,2,攻击,4,防御,-2,,,,,眠鸟的催眠袋,18,眠鸟的金牙,18,眠鸟的金喙,12,土蜂幼虫,9,金喵玉,3
樱火龙腰甲,0,0,40,0,0,3,35,35,4,0,-2,0,-4,底力,3,火属性攻击,2,风压抵抗,2,,,,,,,,,樱火龙的上鳞,18,樱火龙的坚壳,12,土蜂幼虫,9,龙骨【大】,9,金喵玉,3
樱火龙护腰,0,1,40,0,0,3,25,25,4,0,-2,0,-4,底力,3,火属性攻击,2,风压抵抗,2,,,,,,,,,樱火龙的上鳞,18,樱火龙的坚壳,12,土蜂幼虫,9,龙骨【大】,9,金喵玉,3
荒厄龙腰甲,0,0,40,0,0,1,35,35,2,-2,-2,-2,4,重击,2,耐震,2,痛击,2,KO术,1,耐力回复,-2,,,,,荒厄龙的蛮爪,18,荒厄龙的剑鳞,18,土蜂幼虫,9,光水晶,9,金喵玉,3
荒厄龙护腰,0,1,40,0,0,1,25,25,2,-2,-2,-2,4,重击,2,耐震,2,痛击,2,KO术,1,耐力回复,-2,,,,,荒厄龙的蛮爪,18,荒厄龙的剑鳞,18,土蜂幼虫,9,光水晶,9,金喵玉,3
炎狮子腰甲,0,0,40,0,0,1,40,40,4,-4,0,-2,0,锋利度,3,气绝抵抗,3,回避性能,2,耐暑,2,耐寒,-2,,,,,炎狮子的尖牙,18,炎狮子的坚长骨,18,龙目蜻蜓,9,辉水晶,9,金喵玉,3
炎狮子护腰,0,1,40,0,0,1,26,26,4,-4,0,-2,0,快速装填,3,气绝抵抗,3,回避性能,2,耐暑,2,耐寒,-2,,,,,炎狮子的尖牙,18,炎狮子的坚长骨,18,龙目蜻蜓,9,辉水晶,9,金喵玉,3
霞龙腰甲,0,0,40,0,0,2,40,40,-6,2,0,4,-4,听觉保护,4,气息,1,风压抵抗,3,耐力回复,-2,,,,,,,霞龙的锐牙,18,霞龙的翼膜,18,蓝闪蝶,9,灵鹤石,9,金喵玉,3
霞龙护腰,0,1,40,0,0,2,26,26,-5,2,0,4,-4,听觉保护,4,气息,1,风压抵抗,3,耐力回复,-2,,,,,,,霞龙的锐牙,18,霞龙的翼膜,18,蓝闪蝶,9,灵鹤石,9,金喵玉,3
熔岩龙腰甲,0,0,40,0,0,2,40,40,4,-4,0,0,2,集中,2,根性,2,火属性攻击,2,水耐性,-3,,,,,,,熔岩龙的坚壳,18,熔岩龙的锐牙,12,熔岩块,9,上兽骨,9,灵鹤石,9
熔岩龙护腰,0,1,40,0,0,2,26,26,4,-4,0,0,2,集中,2,根性,2,火属性攻击,2,水耐性,-3,,,,,,,熔岩龙的坚壳,18,熔岩龙的锐牙,12,熔岩块,9,上兽骨,9,灵鹤石,9
白一角龙腰甲,0,0,40,0,0,2,40,40,0,4,-6,-4,4,底力,3,匠,1,达人,1,加护,-2,,,,,,,白一角龙的坚甲,18,白一角龙的坚尾甲,18,蓝闪蝶,9,灵鹤石,9,金喵玉,3
白一角龙护腰,0,1,40,0,0,2,26,26,0,4,-5,-4,4,底力,3,装填术,1,达人,1,加护,-2,,,,,,,白一角龙的坚甲,18,白一角龙的坚尾甲,18,蓝闪蝶,9,灵鹤石,9,金喵玉,3
Purple Slicemargl Faulds,0,0,0,0,0,2,36,36,2,-2,-2,-2,5,特殊攻击,3,剑术,2,锋利度,-2,匠,2,麻痹抵抗,2,,,,,,,,,,,,,,
Purple Slicemargl Coat,0,1,0,0,0,2,36,36,2,-2,-2,-2,5,特殊攻击,3,反动,2,快速装填,-2,装填术,2,麻痹抵抗,2,,,,,,,,,,,,,,
Rajang Faulds,0,0,0,0,0,2,36,36,2,-2,-2,-2,5,斗魂,3,回避距离,2,龙耐性,2,气息,-1,,,,,,,,,,,,,,,,
Rajang Coat,0,1,0,0,0,2,36,36,2,-2,-2,-2,5,斗魂,3,回避距离,2,龙耐性,2,气息,-1,,,,,,,,,,,,,,,,
V.Tartaronis Faulds,0,0,0,0,0,3,36,36,2,-2,-2,-2,5,听觉保护,4,加护,3,痛击,1,飞龙猎人,3,,,,,,,,,,,,,,,,
V.Tartaronis Coat,0,1,0,0,0,3,36,36,2,-2,-2,-2,5,听觉保护,4,加护,3,痛击,1,飞龙猎人,3,,,,,,,,,,,,,,,,
Gravios Faulds,0,0,0,0,0,1,36,36,2,-2,-2,-2,5,体力,2,防御性能,3,防御强化,2,体术,-2,,,,,,,,,,,,,,,,
Gravios Coat,0,1,0,0,0,1,36,36,2,-2,-2,-2,5,体力,2,快速装填,3,散弹强化,2,体术,-2,,,,,,,,,,,,,,,,
Ele Merphistophelin Faulds,0,0,0,0,0,3,36,36,2,-2,-2,-2,5,属性攻击,3,倒地之力,2,耐震,2,锁气绝,1,特殊攻击,-2,,,,,,,,,,,,,,
Ele Merphistophelin Coat,0,1,0,0,0,3,36,36,2,-2,-2,-2,5,属性攻击,3,倒地之力,2,耐震,2,通常弹强化,1,特殊攻击,-2,,,,,,,,,,,,,,
GonnGenn Hermitaur Faulds,0,0,40,0,2,1,74,74,0,4,-2,-4,0,防御性能,1,水耐性,2,锋利度,2,炮术,2,研磨师,-2,,,,,,,,,,,,,,
GonnGenn Hermitaur Coat,0,1,40,0,2,1,74,74,0,4,-2,-4,0,贯通弹强化,1,水耐性,2,反动,1,速射,2,快速装填,-3,,,,,,,,,,,,,,
Rusted Kushala Daora Faulds,0,0,40,0,2,1,74,74,0,4,-2,-4,0,回避距离,3,无伤,2,体术,2,毒抵抗,-3,,,,,,,,,,,,,,,,
Rusted Kushala Daora Coat,0,1,40,0,2,1,74,74,0,4,-2,-4,0,回避距离,3,无伤,2,体术,2,毒抵抗,-3,,,,,,,,,,,,,,,,
Yama Tsukami Faulds,0,0,40,0,2,2,74,74,0,4,-2,-4,0,剑术,2,食事,1,匠,2,加护,-3,麻痹抵抗,3,,,,,,,,,,,,,,
Yama Tsukami Coat,0,1,40,0,2,2,74,74,0,4,-2,-4,0,快速装填,3,食事,2,装填术,2,加护,-3,麻痹抵抗,2,,,,,,,,,,,,,,
Zinogre Faulds,0,0,40,0,2,2,74,74,0,4,-2,-4,0,认真,3,雷属性攻击,2,锋利度,2,牙兽猎人,2,气息,-2,,,,,,,,,,,,,,
Zinogre Coat,0,1,40,0,2,2,74,74,0,4,-2,-4,0,认真,3,雷属性攻击,2,集中,2,牙兽猎人,2,气息,-2,,,,,,,,,,,,,,
Onimusha Faulds,0,0,40,0,2,1,74,74,0,4,-2,-4,0,达人,5,痛击,2,毒抵抗,4,回避距离,3,攻击,-3,,,,,,,,,,,,,,
Onimusha Coat,0,1,40,0,2,1,74,74,0,4,-2,-4,0,达人,5,痛击,2,毒抵抗,4,回避距离,3,攻击,-3,,,,,,,,,,,,,,
Arbiter Estrellian Faulds,0,0,40,0,2,2,74,74,0,4,-2,-4,0,蝶舞,2,集中,2,攻击,-2,,,,,,,,,,,,,,,,,,
Arbiter Estrellian Coat,0,1,40,0,2,2,74,74,0,4,-2,-4,0,蝶舞,2,集中,2,攻击,-2,,,,,,,,,,,,,,,,,,
Barioth Faulds,0,0,40,0,2,2,74,74,0,4,-2,-4,0,耐力消耗,1,冰属性攻击,2,体术,4,耐泥雪,2,耐力回复,-2,,,,,,,,,,,,,,
Barioth Coat,0,1,40,0,2,2,74,74,0,4,-2,-4,0,耐力消耗,1,冰属性攻击,2,体术,4,耐泥雪,2,耐力回复,-2,,,,,,,,,,,,,,
Deviljho Faulds,0,0,40,0,2,0,74,74,0,4,-2,-4,0,匠,2,锋利度,2,千里眼,2,饥饿感,-2,,,,,,,,,,,,,,,,
Deviljho Coat,0,1,40,0,2,0,74,74,0,4,-2,-4,0,装填术,2,反动,2,千里眼,2,饥饿感,-2,,,,,,,,,,,,,,,,
Kirin Faulds,0,0,40,0,2,2,74,74,0,4,-2,-4,0,属性攻击,3,加护,2,耐力消耗,2,体力,-2,,,,,,,,,,,,,,,,
Kirin Coat,0,1,40,0,2,2,74,74,0,4,-2,-4,0,属性攻击,3,加护,2,耐力消耗,2,体力,-2,,,,,,,,,,,,,,,,
Lao-Shan Lung Faulds,0,0,40,0,2,3,74,74,0,4,-2,-4,0,匠,1,重击,1,攻击,3,耐震,2,回复速度,-3,,,,,,,,,,,,,,
Lao-Shan Lung Coat,0,1,40,0,2,3,74,74,0,4,-2,-4,0,匠,1,重击,1,攻击,1,耐震,1,回复速度,-1,,,,,,,,,,,,,,
Caeserber Waist S,0,0,1,0,8,2,1,1,0,0,0,0,0,千里眼,2,食事,2,体力,3,攻击,1,,,,,,,,,,,,,,,,
Velocidrome Waist S,0,0,1,0,8,2,1,1,0,0,0,0,0,气绝抵抗,3,研磨师,2,千里眼,2,药王,2,,,,,,,,,,,,,,,,
Bulldrome Waist S,0,0,1,0,8,1,1,1,0,0,0,0,0,耐力回复,2,体力,2,强韧,2,防御,3,,,,,,,,,,,,,,,,
Yian Kut-ku Waist S,0,0,1,0,8,1,1,1,0,0,0,0,0,体力,3,攻击,4,火耐性,3,加护,2,听觉保护,-2,,,,,,,,,,,,,,
Gendrome Waist S,0,0,1,0,8,2,1,1,0,0,0,0,0,麻痹抵抗,2,特殊攻击,3,回复速度,3,体力,,毒抵抗,,,,,,,,,,,,,,,
Baelidae Waist S,0,0,1,0,8,3,1,1,0,0,0,0,0,KO术,2,研磨师,2,高速设置,2,攻击,1,气息,-3,,,,,,,,,,,,,,
Yellow Caeserber Waist S,0,0,1,0,8,1,1,1,0,0,0,0,0,耐泥雪,2,高速设置,3,回复速度,2,耐震,2,,,,,,,,,,,,,,,,
Gypceros Waist S,0,0,1,0,8,1,1,1,0,0,0,0,0,毒抵抗,3,气绝抵抗,3,雷耐性,2,耐力消耗,3,,,,,,,,,,,,,,,,
Congalala Waist S,0,0,1,0,8,1,1,1,0,0,0,0,0,抗菌,2,特殊攻击,2,食事,1,强韧,3,饥饿感,-2,,,,,,,,,,,,,,
Cephadrome Waist S,0,0,1,0,8,1,1,1,0,0,0,0,0,耐暑,2,回避距离,2,会心术,2,体术,3,耐寒,-2,,,,,,,,,,,,,,
Chramine Waist S,0,0,1,0,8,2,1,1,0,0,0,0,0,风压抵抗,3,回避性能,2,耐暑,2,无伤,2,耐力回复,-2,,,,,,,,,,,,,,
Hermitaur Waist S,0,0,1,0,8,2,1,1,0,0,0,0,0,防御性能,2,防御,2,节食,2,风压抵抗,2,雷耐性,-2,,,,,,,,,,,,,,
Ceanataur Waist S,0,0,1,0,8,2,1,1,0,0,0,0,0,锋利度,3,匠,1,达人,2,研磨师,2,体力,-3,,,,,,,,,,,,,,
Ghost Caeserber Waist S,0,0,1,0,8,2,1,1,0,0,0,0,0,逆境,2,根性,3,听觉保护,2,回复速度,2,耐力回复,-2,,,,,,,,,,,,,,
Swordmaster Ceanataur Waist S,0,0,1,0,8,2,1,1,0,0,0,0,0,达人,3,会心术,2,研磨术,2,回避距离,2,气绝抵抗,-3,,,,,,,,,,,,,,
Ice Chramine Waist S,0,0,1,0,8,1,1,1,0,0,0,0,0,研磨师,2,冰属性攻击,3,剑术,2,回复速度,2,毒抵抗,-2,,,,,,,,,,,,,,
Yian Garuga Waist S,0,0,1,0,8,2,1,1,0,0,0,0,0,锋利度,3,达人,2,听觉保护,3,受身,2,,,,,,,,,,,,,,,,
Basarios Waist S,0,0,1,0,8,1,1,1,0,0,0,0,0,睡眠抵抗,2,加护,3,防御,2,防御强化,2,麻痹抵抗,-2,,,,,,,,,,,,,,
Dread Baelidae Waist S,0,0,1,0,8,2,1,1,0,0,0,0,0,毒抵抗,3,麻痹抵抗,2,牙兽猎人,2,特殊攻击,3,睡眠抵抗,-2,,,,,,,,,,,,,,
Gold Congalala Waist S,0,0,1,0,8,2,1,1,0,0,0,0,0,底力,3,重击,2,食事,2,抗菌,2,防御,-2,,,,,,,,,,,,,,
Blue Kut-Ku Waist S,0,0,1,0,8,2,1,1,0,0,0,0,0,耐力消耗,2,达人,3,集中,2,火属性攻击,2,体力,-2,,,,,,,,,,,,,,
Purple Gypceros Waist S,0,0,1,0,8,2,1,1,0,0,0,0,0,气绝抵抗,1,风压抵抗,2,雷耐性,3,耐力回复,2,,,,,,,,,,,,,,,,
Khezu Waist S,0,0,1,0,8,2,1,1,0,0,0,0,0,节食,2,回复速度,4,广域化,3,雷属性攻击,2,气绝抵抗,-2,,,,,,,,,,,,,,
Hypnocatrice Waist S,0,0,1,0,8,2,1,1,0,0,0,0,0,睡眠抵抗,2,体术,3,气息,2,荷尔蒙,3,耐力回复,-2,,,,,,,,,,,,,,
Blangonga Waist S,0,0,1,0,8,1,1,1,0,0,0,0,0,冰属性攻击,3,耐寒,2,耐震,2,底力,2,气绝抵抗,-2,,,,,,,,,,,,,,
Red Khezu Waist S,0,0,1,0,8,1,1,1,0,0,0,0,0,恢复量,2,广域化,4,耐力回复,2,雷耐性,3,回复速度,-2,,,,,,,,,,,,,,
Crystal Basarios Waist S,0,0,1,0,8,1,1,1,0,0,0,0,0,防御强化,1,食事,2,耐泥雪,2,重击,2,攻击,-2,,,,,,,,,,,,,,
Silver Hypnocatrice Waist S,0,0,1,0,8,1,1,1,0,0,0,0,0,睡眠抵抗,1,荷尔蒙,2,特殊攻击,3,回避性能,2,火耐性,-1,,,,,,,,,,,,,,
One-Eared Garuga Waist S,0,0,1,0,8,2,1,1,0,0,0,0,0,听觉保护,3,斗魂,2,研磨师,2,气绝抵抗,2,回复速度,-2,,,,,,,,,,,,,,
Lightenna Waist S,0,0,1,0,8,3,1,1,0,0,0,0,0,加护,3,雷属性攻击,2,荷尔蒙,2,回避性能,3,研磨师,-3,,,,,,,,,,,,,,
Pariapuria Waist S,0,0,1,0,8,2,1,1,0,0,0,0,0,防御性能,2,耐震,2,水属性攻击,3,匠,2,耐力消耗,-2,,,,,,,,,,,,,,
Rathian Waist S,0,0,1,0,8,1,1,1,0,0,0,0,0,恢复量,2,火属性攻击,3,体力,6,千里眼,1,回复速度,-2,,,,,,,,,,,,,,
Monoblos Waist S,0,0,1,0,8,2,1,1,0,0,0,0,0,斗魂,2,耐震,2,底力,3,受身,2,底力,-3,,,,,,,,,,,,,,
Shattered Monoblos Waist S,0,0,1,0,8,1,1,1,0,0,0,0,0,体术,3,痛击,2,达人,2,攻击,4,气息,-2,,,,,,,,,,,,,,
Akura Vashimu Waist S,0,0,1,0,8,3,1,1,0,0,0,0,0,锋利度,2,防御性能,3,攻击,1,属性耐性,2,特殊攻击,-2,,,,,,,,,,,,,,
Estrellian Waist S,0,0,1,0,8,0,1,1,0,0,0,0,0,蝶舞,2,气息,2,伏击,3,研磨术,3,,,,,,,,,,,,,,,,
Uragaan Waist S,0,0,1,0,8,1,1,1,0,0,0,0,0,防御,4,集中,3,拔刀灭气,2,火耐性,2,水耐性,-2,,,,,,,,,,,,,,
Plesioth Waist S,0,0,1,0,8,2,1,1,0,0,0,0,0,逆境,2,水属性攻击,3,广域化,3,高速设置,2,,,,,,,,,,,,,,,,
